Número,Aberto,Resolvido,Encerrado,Prioridade,Categoria,Subcategoria,Produto,Item de configuração,Grupo designado,Aberto por,Entrou para KPI?,KPI Violado?,Código de fechamento,Solução,Duração
INC102812,2025-09-14 21:28:00,2025-09-14 22:45:06.827929284,2025-09-15 00:18:06.827929284,4 - Baixa,Infraestrutura,Sub A,lsin,CI-187,Suporte N3,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,4626.827929285469
INC102813,2025-09-14 22:20:00,2025-09-14 22:50:09.333567216,2025-09-14 23:44:09.333567216,2 - Alta,Banco de Dados,Sub A,lsin,CI-381,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,1809.333567214389
INC102814,2025-09-15 05:22:00,2025-09-15 07:09:03.333936198,2025-09-15 07:09:03.333936198,3 - Média,Aplicação,Sub A,lsin,CI-224,Suporte N3,Manual,SIM,NAO,Erro de Configuração,Reinício de serviço,6423.333936200402
INC102815,2025-09-15 07:10:00,2025-09-15 08:21:59.567449110,2025-09-15 09:15:59.567449110,3 - Média,Infraestrutura,Sub B,lsin,CI-144,Suporte N3,Manual,SIM,NAO,Erro de Configuração,Ajuste de configuração,4319.567449107666
INC102816,2025-09-15 08:17:00,2025-09-15 09:54:26.425044858,2025-09-15 12:16:26.425044858,4 - Baixa,Banco de Dados,Sub B,lsin,CI-385,NOC N1,Monitoramento,NAO,NAO,Falha de Aplicação,Ajuste de configuração,5846.425044859423
INC102817,2025-09-15 14:34:00,2025-09-15 15:30:17.496728340,2025-09-15 18:07:17.496728340,4 - Baixa,Aplicação,Sub C,lhco,CI-307,Suporte N3,Monitoramento,NAO,NAO,Manutenção Programada,Reinício de serviço,3377.4967283409424
INC102818,2025-09-15 20:41:00,2025-09-15 22:43:05.883188712,2025-09-16 00:06:05.883188712,3 - Média,Rede,Sub A,lhvp,CI-346,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,7325.8831887148735
INC102819,2025-09-15 21:09:00,2025-09-15 22:42:24.243908610,2025-09-15 23:48:24.243908610,3 - Média,Rede,Sub B,lcem,CI-353,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,5604.243908608674
INC102820,2025-09-15 21:10:00,2025-09-15 23:11:41.942805990,2025-09-16 01:40:41.942805990,3 - Média,Infraestrutura,Sub C,lsin,CI-61,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,7301.942805988331
INC102821,2025-09-16 03:41:00,2025-09-16 04:17:18.406488792,2025-09-16 07:13:18.406488792,3 - Média,Rede,Sub C,lrev,CI-116,NOC N1,Manual,SIM,NAO,Falha de Rede,Ajuste de configuração,2178.4064887902036
INC102822,2025-09-16 03:41:00,2025-09-16 04:34:49.260129474,2025-09-16 06:03:49.260129474,3 - Média,Rede,Sub C,lhco,CI-255,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,3229.2601294759143
INC102823,2025-09-16 07:34:00,2025-09-16 08:16:36.584374062,2025-09-16 09:00:36.584374062,2 - Alta,Aplicação,Sub A,lcem,CI-312,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,2556.584374063428
INC102824,2025-09-16 08:19:00,2025-09-16 09:01:53.391158982,2025-09-16 12:37:53.391158982,4 - Baixa,Infraestrutura,Sub B,lhco,CI-169,Suporte N3,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,2573.3911589811887
INC102825,2025-09-16 15:05:00,2025-09-16 16:51:50.824356894,2025-09-16 17:27:50.824356894,2 - Alta,Infraestrutura,Sub A,lhco,CI-283,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,6410.824356896619
INC102826,2025-09-16 21:08:00,2025-09-16 22:24:49.585159350,2025-09-17 01:08:49.585159350,4 - Baixa,Aplicação,Sub C,lhco,CI-308,NOC N1,Manual,NAO,NAO,Manutenção Programada,Ajuste de configuração,4609.585159349441
INC102827,2025-09-16 21:17:00,2025-09-16 21:55:26.861898828,2025-09-17 01:37:26.861898828,4 - Baixa,Rede,Sub A,lsin,CI-280,Suporte N3,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,2306.861898829529
INC102828,2025-09-17 00:37:00,2025-09-17 01:47:01.973372514,2025-09-17 04:17:01.973372514,3 - Média,Infraestrutura,Sub C,lhco,CI-12,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,4201.973372516099
INC102829,2025-09-17 02:58:00,2025-09-17 06:12:13.914015864,2025-09-17 09:49:13.914015864,3 - Média,Rede,Sub B,lhco,CI-114,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,11653.914015861395
INC102830,2025-09-17 03:13:00,2025-09-17 04:37:27.115729410,2025-09-17 08:03:27.115729410,4 - Baixa,Banco de Dados,Sub A,lhco,CI-129,Suporte N3,Monitoramento,NAO,NAO,Falha de Aplicação,Reinício de serviço,5067.115729408164
INC102831,2025-09-17 03:56:00,2025-09-17 04:27:34.402871190,2025-09-17 04:42:34.402871190,4 - Baixa,Banco de Dados,Sub B,lrev,CI-149,NOC N2,Manual,NAO,NAO,Falha de Aplicação,Ajuste de configuração,1894.4028711918215
INC102832,2025-09-17 04:30:00,2025-09-17 05:28:56.566948848,2025-09-17 08:02:56.566948848,3 - Média,Banco de Dados,Sub B,lhco,CI-125,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,3536.566948845263
INC102833,2025-09-17 06:21:00,2025-09-17 08:09:08.330266260,2025-09-17 08:50:08.330266260,4 - Baixa,Aplicação,Sub B,lsin,CI-285,SRE,Monitoramento,NAO,NAO,Falha de Aplicação,Patch aplicado,6488.330266261556
INC102834,2025-09-17 07:33:00,2025-09-17 07:45:28.091694948,2025-09-17 09:02:28.091694948,4 - Baixa,Aplicação,Sub A,lcem,CI-271,NOC N2,Monitoramento,NAO,NAO,Erro de Configuração,Reinício de serviço,748.0916949497597
INC102835,2025-09-17 12:04:00,2025-09-17 12:11:49.855531662,2025-09-17 12:13:49.855531662,4 - Baixa,Banco de Dados,Sub B,lcem,CI-19,SRE,Manual,NAO,NAO,Manutenção Programada,Patch aplicado,469.8555316644339
INC102836,2025-09-17 14:05:00,2025-09-17 14:30:26.889694338,2025-09-17 16:13:26.889694338,4 - Baixa,Rede,Sub A,lhco,CI-231,NOC N1,Manual,NAO,NAO,Manutenção Programada,Ajuste de configuração,1526.8896943384982
INC102837,2025-09-18 01:09:00,2025-09-18 02:19:42.693706764,2025-09-18 06:10:42.693706764,2 - Alta,Infraestrutura,Sub A,lsin,CI-374,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,4242.6937067642375
INC102838,2025-09-18 01:53:00,2025-09-18 02:30:09.490481748,2025-09-18 05:00:09.490481748,3 - Média,Aplicação,Sub C,lsin,CI-249,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,2229.490481746087
INC102839,2025-09-18 02:13:00,2025-09-18 03:22:01.775463900,2025-09-18 03:46:01.775463900,3 - Média,Aplicação,Sub C,lhvp,CI-270,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,4141.775463899228
INC102840,2025-09-18 05:47:00,2025-09-18 07:27:14.216132862,2025-09-18 09:10:14.216132862,4 - Baixa,Infraestrutura,Sub C,lsin,CI-39,NOC N1,Monitoramento,NAO,NAO,Manutenção Programada,Ajuste de configuração,6014.216132864167
INC102841,2025-09-18 08:31:00,2025-09-18 09:20:39.647293428,2025-09-18 13:14:39.647293428,3 - Média,Rede,Sub B,lcem,CI-336,SRE,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,2979.64729342821
INC102842,2025-09-18 10:14:00,2025-09-18 11:20:41.580420846,2025-09-18 11:58:41.580420846,3 - Média,Aplicação,Sub C,lcem,CI-50,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Reinício de serviço,4001.5804208434492
INC102843,2025-09-18 13:11:00,2025-09-18 14:14:28.241459784,2025-09-18 14:21:28.241459784,3 - Média,Infraestrutura,Sub C,lrev,CI-111,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,3808.24145978577
INC102844,2025-09-18 14:42:00,2025-09-18 16:48:02.039661521,2025-09-18 19:24:02.039661521,2 - Alta,Aplicação,Sub B,lhvp,CI-163,SRE,Manual,SIM,NAO,Manutenção Programada,Patch aplicado,7562.039661520987
INC102845,2025-09-18 15:22:00,2025-09-18 17:04:08.732355114,2025-09-18 17:18:08.732355114,3 - Média,Aplicação,Sub C,lhco,CI-330,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,6128.732355112363
INC102846,2025-09-18 15:25:00,2025-09-18 17:12:51.588274782,2025-09-18 18:06:51.588274782,4 - Baixa,Aplicação,Sub B,lsin,CI-124,NOC N1,Manual,NAO,NAO,Falha de Aplicação,Patch aplicado,6471.5882747820615
INC102847,2025-09-19 00:54:00,2025-09-19 02:11:33.915220541,2025-09-19 03:51:33.915220541,3 - Média,Infraestrutura,Sub B,lsin,CI-393,SRE,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,4653.915220544649
INC102848,2025-09-19 02:05:00,2025-09-19 02:40:01.149092004,2025-09-19 06:24:01.149092004,3 - Média,Banco de Dados,Sub B,lhco,CI-233,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,2101.149092006038
INC102849,2025-09-19 07:26:00,2025-09-19 08:02:38.454800064,2025-09-19 11:11:38.454800064,3 - Média,Banco de Dados,Sub A,lhvp,CI-259,Suporte N3,Manual,SIM,NAO,Falha de Aplicação,Patch aplicado,2198.4548000638056
INC102850,2025-09-19 08:43:00,2025-09-19 10:15:41.178647100,2025-09-19 13:23:41.178647100,2 - Alta,Infraestrutura,Sub B,lhco,CI-190,NOC N2,Manual,SIM,NAO,Falha de Aplicação,Reinício de serviço,5561.178647097387
INC102851,2025-09-19 16:33:00,2025-09-19 17:17:18.429746268,2025-09-19 18:38:18.429746268,4 - Baixa,Infraestrutura,Sub C,lcem,CI-324,NOC N1,Monitoramento,NAO,NAO,Manutenção Programada,Reinício de serviço,2658.429746266504
INC102852,2025-09-19 17:44:00,2025-09-19 18:37:45.763331184,2025-09-19 19:22:45.763331184,3 - Média,Aplicação,Sub A,lcem,CI-71,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,3225.763331183425
INC102853,2025-09-19 18:18:00,2025-09-19 18:46:49.219651404,2025-09-19 20:10:49.219651404,3 - Média,Rede,Sub A,lhco,CI-107,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,1729.2196514015825
INC102854,2025-09-19 20:53:00,2025-09-19 22:33:24.479214276,2025-09-20 01:39:24.479214276,2 - Alta,Aplicação,Sub C,lrev,CI-100,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,6024.479214273699
INC102855,2025-09-20 02:13:00,2025-09-20 03:21:37.160378514,2025-09-20 06:51:37.160378514,4 - Baixa,Banco de Dados,Sub B,lhvp,CI-64,NOC N2,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,4117.160378514449
INC102856,2025-09-20 04:37:00,2025-09-20 05:22:41.099346036,2025-09-20 06:38:41.099346036,2 - Alta,Infraestrutura,Sub B,lrev,CI-269,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,2741.099346034213
INC102857,2025-09-20 09:16:00,2025-09-20 10:15:09.724221384,2025-09-20 11:59:09.724221384,3 - Média,Banco de Dados,Sub A,lsin,CI-31,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,3549.724221383179
INC102858,2025-09-20 14:30:00,2025-09-20 15:42:10.633178676,2025-09-20 18:13:10.633178676,3 - Média,Rede,Sub B,lhco,CI-135,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,4330.633178678714
INC102859,2025-09-20 18:32:00,2025-09-20 21:00:51.639043062,2025-09-20 22:57:51.639043062,2 - Alta,Infraestrutura,Sub B,lrev,CI-241,SRE,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,8931.639043060022
INC102860,2025-09-20 18:37:00,2025-09-20 21:29:17.850763716,2025-09-21 00:17:17.850763716,3 - Média,Infraestrutura,Sub A,lhco,CI-101,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,10337.850763716366
INC102861,2025-09-20 20:31:00,2025-09-20 20:51:29.117887332,2025-09-21 00:40:29.117887332,2 - Alta,Banco de Dados,Sub A,lhco,CI-242,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,1229.1178873312763
INC102862,2025-09-20 22:55:00,2025-09-21 00:59:19.763284074,2025-09-21 02:12:19.763284074,2 - Alta,Rede,Sub C,lsin,CI-280,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,7459.763284076711
INC102863,2025-09-21 03:43:00,2025-09-21 06:06:00.258128730,2025-09-21 06:13:00.258128730,3 - Média,Infraestrutura,Sub A,lhvp,CI-251,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,8580.258128729452
INC102864,2025-09-21 08:07:00,2025-09-21 08:56:57.469540920,2025-09-21 11:35:57.469540920,4 - Baixa,Rede,Sub B,lhco,CI-89,NOC N2,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,2997.4695409224905
INC102865,2025-09-21 11:16:00,2025-09-21 12:31:24.230182488,2025-09-21 14:46:24.230182488,4 - Baixa,Aplicação,Sub C,lsin,CI-242,Suporte N3,Manual,NAO,NAO,Falha de Rede,Ajuste de configuração,4524.23018248933
INC102866,2025-09-21 11:50:00,2025-09-21 12:13:47.166844188,2025-09-21 15:52:47.166844188,3 - Média,Rede,Sub B,lhco,CI-33,SRE,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,1427.1668441904326
INC102867,2025-09-21 13:51:00,2025-09-21 14:37:09.682423236,2025-09-21 15:53:09.682423236,3 - Média,Banco de Dados,Sub B,lhco,CI-261,SRE,Manual,SIM,NAO,Falha de Aplicação,Reinício de serviço,2769.6824232358417
INC102868,2025-09-21 15:36:00,2025-09-21 15:59:13.708999194,2025-09-21 19:14:13.708999194,3 - Média,Infraestrutura,Sub A,lsin,CI-211,SRE,Manual,SIM,NAO,Erro de Configuração,Patch aplicado,1393.7089991952325
INC102869,2025-09-21 17:43:00,2025-09-21 18:30:05.357573622,2025-09-21 21:19:05.357573622,4 - Baixa,Banco de Dados,Sub A,lrev,CI-31,Suporte N3,Monitoramento,NAO,NAO,Falha de Aplicação,Reinício de serviço,2825.357573621421
INC102870,2025-09-21 20:16:00,2025-09-21 21:41:25.302607482,2025-09-21 22:13:25.302607482,3 - Média,Aplicação,Sub A,lsin,CI-361,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,5125.302607483992
INC102871,2025-09-21 21:15:00,2025-09-21 22:29:08.429597808,2025-09-21 23:46:08.429597808,2 - Alta,Rede,Sub B,lcem,CI-265,NOC N1,Manual,SIM,NAO,Falha de Rede,Reinício de serviço,4448.429597807148
INC102872,2025-09-21 23:40:00,2025-09-22 02:06:59.862600060,2025-09-22 05:20:59.862600060,2 - Alta,Rede,Sub C,lhvp,CI-178,NOC N1,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,8819.862600061539
INC102873,2025-09-22 00:42:00,2025-09-22 01:12:01.353828108,2025-09-22 04:52:01.353828108,3 - Média,Rede,Sub B,lsin,CI-394,NOC N2,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,1801.3538281085523
INC102874,2025-09-22 01:52:00,2025-09-22 03:26:53.502123654,2025-09-22 05:10:53.502123654,2 - Alta,Rede,Sub A,lsin,CI-351,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,5693.502123651287
INC102875,2025-09-22 03:01:00,2025-09-22 04:43:49.236337152,2025-09-22 08:18:49.236337152,2 - Alta,Infraestrutura,Sub A,lhvp,CI-76,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,6169.236337153609
INC102876,2025-09-22 03:31:00,2025-09-22 04:00:00.088908930,2025-09-22 05:11:00.088908930,3 - Média,Infraestrutura,Sub A,lsin,CI-253,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,1740.088908931091
INC102877,2025-09-22 05:33:00,2025-09-22 07:49:54.659861274,2025-09-22 08:56:54.659861274,4 - Baixa,Rede,Sub B,lrev,CI-221,Suporte N3,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,8214.659861271966
INC102878,2025-09-22 07:52:00,2025-09-22 10:46:57.199194882,2025-09-22 11:29:57.199194882,2 - Alta,Banco de Dados,Sub A,lcem,CI-202,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,10497.19919488122
INC102879,2025-09-22 11:23:00,2025-09-22 13:33:18.066039222,2025-09-22 17:12:18.066039222,3 - Média,Infraestrutura,Sub B,lhco,CI-89,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,7818.066039223173
INC102880,2025-09-22 11:31:00,2025-09-22 14:34:03.762879149,2025-09-22 18:18:03.762879149,4 - Baixa,Aplicação,Sub C,lhco,CI-83,NOC N2,Monitoramento,NAO,NAO,Falha de Aplicação,Ajuste de configuração,10983.762879147236
INC102881,2025-09-22 11:40:00,2025-09-22 12:32:38.840099382,2025-09-22 16:28:38.840099382,3 - Média,Rede,Sub A,lhco,CI-325,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Reinício de serviço,3158.840099382467
INC102882,2025-09-22 13:23:00,2025-09-22 14:18:17.001507528,2025-09-22 17:11:17.001507528,4 - Baixa,Infraestrutura,Sub B,lhvp,CI-41,NOC N1,Monitoramento,NAO,NAO,Erro de Configuração,Reinício de serviço,3317.0015075305796
INC102883,2025-09-22 13:27:00,2025-09-22 14:34:22.217022798,2025-09-22 16:44:22.217022798,3 - Média,Banco de Dados,Sub B,lrev,CI-264,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,4042.2170227965444
INC102884,2025-09-22 15:01:00,2025-09-22 16:53:02.593381686,2025-09-22 17:45:02.593381686,3 - Média,Aplicação,Sub A,lhco,CI-180,SRE,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,6722.593381683108
INC102885,2025-09-22 19:13:00,2025-09-22 21:13:30.093035976,2025-09-22 21:53:30.093035976,3 - Média,Aplicação,Sub A,lhco,CI-267,SRE,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,7230.09303597448
INC102886,2025-09-22 21:24:00,2025-09-23 03:44:27.802333194,2025-09-23 03:49:27.802333194,2 - Alta,Infraestrutura,Sub A,lhco,CI-326,NOC N1,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,22827.802333191277
INC102887,2025-09-23 00:59:00,2025-09-23 01:37:48.712927602,2025-09-23 03:43:48.712927602,3 - Média,Banco de Dados,Sub B,lhco,CI-41,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,2328.7129276000605
INC102888,2025-09-23 01:26:00,2025-09-23 03:09:24.844433460,2025-09-23 03:53:24.844433460,4 - Baixa,Rede,Sub B,lsin,CI-373,SRE,Manual,NAO,SIM,Erro de Configuração,Reinício de serviço,6204.8444334577
INC102889,2025-09-23 01:52:00,2025-09-23 02:45:17.200471938,2025-09-23 05:26:17.200471938,3 - Média,Rede,Sub C,lhco,CI-360,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,3197.200471939056
INC102890,2025-09-23 02:13:00,2025-09-23 03:26:11.107838424,2025-09-23 03:45:11.107838424,4 - Baixa,Banco de Dados,Sub C,lhvp,CI-305,NOC N1,Monitoramento,NAO,NAO,Falha de Aplicação,Reinício de serviço,4391.107838425291
INC102891,2025-09-23 02:14:00,2025-09-23 02:38:55.477255860,2025-09-23 06:17:55.477255860,4 - Baixa,Aplicação,Sub A,lhco,CI-392,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,1495.477255861274
INC102892,2025-09-23 02:26:00,2025-09-23 04:02:01.098362544,2025-09-23 05:36:01.098362544,3 - Média,Infraestrutura,Sub C,lsin,CI-81,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,5761.098362546193
INC102893,2025-09-23 02:30:00,2025-09-23 04:00:33.221002409,2025-09-23 04:35:33.221002409,4 - Baixa,Aplicação,Sub A,lsin,CI-228,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,5433.221002407984
INC102894,2025-09-23 08:20:00,2025-09-23 10:22:34.166839907,2025-09-23 10:41:34.166839907,2 - Alta,Rede,Sub A,lhco,CI-279,SRE,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,7354.166839910649
INC102895,2025-09-23 08:40:00,2025-09-23 10:33:43.843134576,2025-09-23 11:18:43.843134576,3 - Média,Rede,Sub B,lhco,CI-388,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Patch aplicado,6823.84313457742
INC102896,2025-09-23 10:37:00,2025-09-23 12:20:32.560648128,2025-09-23 13:47:32.560648128,3 - Média,Infraestrutura,Sub A,lhco,CI-353,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,6212.5606481252125
INC102897,2025-09-23 12:40:00,2025-09-23 12:56:30.920940768,2025-09-23 13:24:30.920940768,4 - Baixa,Infraestrutura,Sub A,lsin,CI-251,SRE,Manual,NAO,NAO,Falha de Rede,Patch aplicado,990.9209407682278
INC102898,2025-09-23 20:00:00,2025-09-23 22:51:12.485657400,2025-09-24 02:34:12.485657400,4 - Baixa,Rede,Sub C,lhvp,CI-82,NOC N1,Manual,NAO,NAO,Manutenção Programada,Ajuste de configuração,10272.485657401334
INC102899,2025-09-23 20:59:00,2025-09-23 21:40:33.943986102,2025-09-23 22:29:33.943986102,3 - Média,Aplicação,Sub A,lsin,CI-219,SRE,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,2493.9439861002816
INC102900,2025-09-23 21:45:00,2025-09-24 00:04:17.758965006,2025-09-24 03:39:17.758965006,3 - Média,Infraestrutura,Sub B,lhco,CI-365,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,8357.758965006038
INC102901,2025-09-23 22:54:00,2025-09-24 00:44:17.043288462,2025-09-24 03:12:17.043288462,3 - Média,Rede,Sub B,lhco,CI-382,NOC N2,Monitoramento,SIM,NAO,Erro de Configuração,Reinício de serviço,6617.043288462189
INC102902,2025-09-24 01:23:00,2025-09-24 03:01:59.948200728,2025-09-24 06:44:59.948200728,3 - Média,Infraestrutura,Sub A,lhco,CI-341,Suporte N3,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,5939.948200727947
INC102903,2025-09-24 05:45:00,2025-09-24 07:12:30.002620217,2025-09-24 10:11:30.002620217,3 - Média,Banco de Dados,Sub B,lsin,CI-290,Suporte N3,Manual,SIM,NAO,Manutenção Programada,Reinício de serviço,5250.00262021673
INC102904,2025-09-24 14:35:00,2025-09-24 15:51:50.537593182,2025-09-24 19:26:50.537593182,4 - Baixa,Rede,Sub C,lhco,CI-133,SRE,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,4610.5375931812405
INC102905,2025-09-24 14:42:00,2025-09-24 16:36:32.662710882,2025-09-24 18:13:32.662710882,4 - Baixa,Rede,Sub B,lcem,CI-180,NOC N1,Monitoramento,NAO,NAO,Erro de Configuração,Ajuste de configuração,6872.662710883523
INC102906,2025-09-24 17:08:00,2025-09-24 18:02:04.043114292,2025-09-24 18:14:04.043114292,2 - Alta,Aplicação,Sub A,lsin,CI-18,Suporte N3,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,3244.0431142890484
INC102907,2025-09-24 18:00:00,2025-09-24 19:29:47.034358788,2025-09-24 23:26:47.034358788,3 - Média,Aplicação,Sub C,lsin,CI-373,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,5387.034358789865
INC102908,2025-09-24 21:34:00,2025-09-24 21:56:45.099396054,2025-09-24 21:57:45.099396054,2 - Alta,Rede,Sub B,lhvp,CI-293,Suporte N3,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,1365.0993960568505
INC102909,2025-09-24 21:42:00,2025-09-24 22:20:29.483544972,2025-09-25 00:21:29.483544972,3 - Média,Infraestrutura,Sub A,lhco,CI-55,NOC N2,Monitoramento,SIM,NAO,Falha de Rede,Ajuste de configuração,2309.483544974594
INC102910,2025-09-24 22:10:00,2025-09-24 22:24:21.180418188,2025-09-24 22:26:21.180418188,4 - Baixa,Infraestrutura,Sub B,lhco,CI-116,NOC N1,Monitoramento,NAO,NAO,Manutenção Programada,Patch aplicado,861.1804181901321
INC102911,2025-09-24 23:19:00,2025-09-25 00:20:27.573469536,2025-09-25 01:29:27.573469536,2 - Alta,Rede,Sub C,lcem,CI-167,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Patch aplicado,3687.573469534072
INC102912,2025-09-25 00:06:00,2025-09-25 01:44:17.771963520,2025-09-25 03:00:17.771963520,4 - Baixa,Infraestrutura,Sub B,lrev,CI-155,SRE,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,5897.7719635172
INC102913,2025-09-25 03:01:00,2025-09-25 05:01:59.510552898,2025-09-25 06:28:59.510552898,2 - Alta,Infraestrutura,Sub C,lhco,CI-37,NOC N2,Monitoramento,SIM,NAO,Manutenção Programada,Ajuste de configuração,7259.510552895459
INC102914,2025-09-25 04:29:00,2025-09-25 04:51:29.295601050,2025-09-25 07:13:29.295601050,3 - Média,Infraestrutura,Sub B,lhco,CI-191,SRE,Monitoramento,SIM,NAO,Erro de Configuração,Patch aplicado,1349.2956010501819
INC102915,2025-09-25 04:42:00,2025-09-25 05:36:44.773467798,2025-09-25 09:06:44.773467798,4 - Baixa,Infraestrutura,Sub C,lhco,CI-315,NOC N1,Monitoramento,NAO,NAO,Falha de Rede,Reinício de serviço,3284.773467798391
INC102916,2025-09-25 05:29:00,2025-09-25 06:19:39.067556550,2025-09-25 07:04:39.067556550,3 - Média,Infraestrutura,Sub A,lhco,CI-256,Suporte N3,Monitoramento,SIM,NAO,Erro de Configuração,Ajuste de configuração,3039.067556552797
INC102917,2025-09-25 06:13:00,2025-09-25 09:33:04.228051920,2025-09-25 13:27:04.228051920,3 - Média,Banco de Dados,Sub A,lhco,CI-389,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Reinício de serviço,12004.22805191843
INC102918,2025-09-25 09:05:00,2025-09-25 10:30:10.697949492,2025-09-25 12:53:10.697949492,4 - Baixa,Infraestrutura,Sub B,lcem,CI-278,Suporte N3,Monitoramento,NAO,NAO,Falha de Aplicação,Reinício de serviço,5110.697949493659
INC102919,2025-09-25 12:46:00,2025-09-25 13:48:03.679208766,2025-09-25 17:41:03.679208766,4 - Baixa,Infraestrutura,Sub B,lsin,CI-251,NOC N2,Monitoramento,NAO,NAO,Falha de Rede,Ajuste de configuração,3723.6792087666295
INC102920,2025-09-25 16:21:00,2025-09-25 18:00:53.804977116,2025-09-25 18:48:53.804977116,3 - Média,Aplicação,Sub C,lrev,CI-335,NOC N1,Monitoramento,SIM,NAO,Falha de Aplicação,Ajuste de configuração,5993.804977115008
INC102921,2025-09-25 17:29:00,2025-09-25 20:27:20.973289644,2025-09-25 22:05:20.973289644,3 - Média,Aplicação,Sub A,lcem,CI-39,NOC N1,Monitoramento,SIM,NAO,Falha de Rede,Patch aplicado,10700.973289645777
